ranker,policy,memory_condition,agent_field,n,retrieval_shortfall_rate,selected_count_mean,selected_count_null_reason,topic_match_rate_mean,topic_match_rate_null_reason,topic_label_match_rate_mean,topic_label_match_rate_null_reason,pool_qualified_rate_mean,pool_qualified_rate_null_reason,selected_relevance_mean_mean,selected_relevance_mean_null_reason,near_duplicate_pair_rate_mean,near_duplicate_pair_rate_null_reason,unique_cluster_ratio_mean,unique_cluster_ratio_null_reason,candidate_recall_mean,candidate_recall_null_reason,relevant_slot_precision_mean,relevant_slot_precision_null_reason,relevant_coverage_at_3_mean,relevant_coverage_at_3_null_reason,candidate_memory_component_mean,candidate_evidence_relevance_mean
baseline_v03,recognition,unrelated,science,12,0,3,,0.75,,0.75,,1.0,,0.6222222222222221,,0.0,,1.0,,0.8333333333333334,,0.75,,0.75,,0.0,0.4652777777777778
stage_a_fixed,balanced,empty,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666667,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,balanced,empty,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666666,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,balanced,empty,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666666,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,balanced,related,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.35868055555555556,0.3770833333333333
stage_a_fixed,balanced,related,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.428125,0.3770833333333333
stage_a_fixed,balanced,related,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.4114583333333333,0.3770833333333333
stage_a_fixed,balanced,unrelated,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.12361111111111112,0.3770833333333333
stage_a_fixed,balanced,unrelated,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.19999999999999998,0.3770833333333333
stage_a_fixed,balanced,unrelated,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.21736111111111112,0.3770833333333333
stage_a_fixed,novelty,empty,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666667,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,novelty,empty,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666666,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,novelty,empty,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666666,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,novelty,related,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.35868055555555556,0.3770833333333333
stage_a_fixed,novelty,related,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.428125,0.3770833333333333
stage_a_fixed,novelty,related,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.4114583333333333,0.3770833333333333
stage_a_fixed,novelty,unrelated,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.12361111111111112,0.3770833333333333
stage_a_fixed,novelty,unrelated,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.19999999999999998,0.3770833333333333
stage_a_fixed,novelty,unrelated,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.21736111111111112,0.3770833333333333
stage_a_fixed,recognition,empty,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666667,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,recognition,empty,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666666,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,recognition,empty,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6791666666666666,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.0,0.3770833333333333
stage_a_fixed,recognition,related,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.35868055555555556,0.3770833333333333
stage_a_fixed,recognition,related,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.428125,0.3770833333333333
stage_a_fixed,recognition,related,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.7545138888888888,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.4114583333333333,0.3770833333333333
stage_a_fixed,recognition,unrelated,agents,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.12361111111111112,0.3770833333333333
stage_a_fixed,recognition,unrelated,learning,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.19999999999999998,0.3770833333333333
stage_a_fixed,recognition,unrelated,science,12,1,1.1666666666666667,,0.9166666666666666,,0.9166666666666666,,0.44166666666666665,,0.6868055555555556,,0.0,,1.0,,1.0,,0.9166666666666666,,0.3333333333333333,,0.21736111111111112,0.3770833333333333
