review_id,branch,idea_id
eb79d4ad43a4d767,seed_42/novelty_closed,idea_4_s08
960e3ccf08f6d9c2,seed_42/novelty_closed,idea_4_s10
a3bf5b28a193cb27,seed_42/novelty_closed,idea_4_s11
93d0c1c57c759100,seed_42/novelty_closed,idea_4_s12
52be75a5378ae47a,seed_42/novelty_closed,idea_4_s14
528a978eb5ae485e,seed_42/novelty_closed,idea_4_s16
74f94521c2728085,seed_42/novelty_closed,idea_4_s17
98a6716375e3bcc1,seed_42/novelty_closed,idea_4_s18
1e0c3f8c85d90f6a,seed_42/novelty_closed,idea_4_s19
55cf6a54f8e74b4f,seed_42/novelty_open,idea_1_s01
b3657c5d5cbc3d50,seed_42/novelty_open,idea_1_s02
23d32024a0423dba,seed_42/novelty_open,idea_1_s03
e4bc775f5763baf1,seed_42/novelty_open,idea_1_s04
0e88aa8a4600edd8,seed_42/novelty_open,idea_1_s05
046cf0c05fb837ab,seed_42/novelty_open,idea_1_s06
368012dff4603f66,seed_42/novelty_open,idea_1_s07
4e890797d64f5918,seed_42/novelty_open,idea_1_s09
033b7d17570a8cb1,seed_42/novelty_open,idea_1_s10
a6a25b78ab326a9b,seed_42/novelty_open,idea_1_s11
67493fecef558ec3,seed_42/novelty_open,idea_1_s12
979d99ffaf54547c,seed_42/novelty_open,idea_1_s13
3485013741921836,seed_42/novelty_open,idea_1_s14
ee4e4b0000c30307,seed_42/novelty_open,idea_1_s15
1ef7dbfc5262adea,seed_42/novelty_open,idea_1_s16
ee3c36557df50e81,seed_42/novelty_open,idea_1_s17
7b3a53eefbf70e8c,seed_42/novelty_open,idea_1_s18
487c9ffb8ece2a56,seed_42/novelty_open,idea_1_s19
c95c5625137a0d43,seed_42/novelty_open,idea_2_s00
c1cdac4ee4e79363,seed_42/novelty_open,idea_2_s02
70497e376af030c2,seed_42/novelty_open,idea_2_s03
a0e6e1b0d1a37392,seed_42/novelty_open,idea_2_s04
faf418ffcdbcdfd7,seed_42/novelty_open,idea_2_s06
4259805b127beb44,seed_42/novelty_open,idea_2_s08
b4dc823e5c9a0895,seed_42/novelty_open,idea_2_s10
a3b0efe3d4bf46fe,seed_42/novelty_open,idea_2_s11
2dca2c88f7e897f3,seed_42/novelty_open,idea_2_s12
c275033589a3662b,seed_42/novelty_open,idea_2_s13
df0a7a938fcb69f6,seed_42/novelty_open,idea_2_s14
ddcebc1aec3da739,seed_42/novelty_open,idea_2_s16
de854e258d8db17d,seed_42/novelty_open,idea_2_s17
5b24ec350e59ba70,seed_42/novelty_open,idea_2_s18
df76e71e5b63908c,seed_42/novelty_open,idea_2_s19
08d45a31906a0a84,seed_42/novelty_open,idea_3_s00
7f367f4e79be1026,seed_42/novelty_open,idea_3_s01
c2b28785c33e8718,seed_42/novelty_open,idea_3_s02
c1374b87e2e3c354,seed_42/novelty_open,idea_3_s03
09a11e2f34272d88,seed_42/novelty_open,idea_3_s04
936706c5b7e376fa,seed_42/novelty_open,idea_3_s05
83b313a2afb9ea2b,seed_42/novelty_open,idea_3_s06
6db39531596fcb27,seed_42/novelty_open,idea_3_s07
f3ec0c683ce901e0,seed_42/novelty_open,idea_3_s08
e2f36912ca7e501d,seed_42/novelty_open,idea_3_s09
de2142968373e990,seed_42/novelty_open,idea_3_s11
902a5975c189cebc,seed_42/novelty_open,idea_3_s13
8fe74e4314840ce8,seed_42/novelty_open,idea_3_s15
e2787e72795ccf05,seed_42/novelty_open,idea_3_s17
d56c175f95f53906,seed_42/novelty_open,idea_3_s19
56e8ab0bf638aa82,seed_42/novelty_open,idea_4_s00
36e6408911300b23,seed_42/novelty_open,idea_4_s02
c9fe369c52415e85,seed_42/novelty_open,idea_4_s03
1884181afcb70612,seed_42/novelty_open,idea_4_s04
7ed980c70485701c,seed_42/novelty_open,idea_4_s05
bf0076da17b349bc,seed_42/novelty_open,idea_4_s06
4c734e19063e4306,seed_42/novelty_open,idea_4_s07
a892893023746687,seed_42/novelty_open,idea_4_s08
e654183ec17f2edd,seed_42/novelty_open,idea_4_s10
0bf2bb9fc670c745,seed_42/novelty_open,idea_4_s11
69b23446da2f3130,seed_42/novelty_open,idea_4_s12
8f26c07d0de68346,seed_42/novelty_open,idea_4_s13
045e8cb4d0dbb6c9,seed_42/novelty_open,idea_4_s14
2cdd0f38b1ff5632,seed_42/novelty_open,idea_4_s16
8157dc3e22cd6af4,seed_42/novelty_open,idea_4_s18
5096b75af0bc03bf,seed_42/novelty_open,idea_4_s19
58be125a72b5df2f,seed_42/recognition_closed,idea_1_s01
7fc7b933466e87e2,seed_42/recognition_closed,idea_1_s02
954fa7443adeb385,seed_42/recognition_closed,idea_1_s03
c16852612ad09fe3,seed_42/recognition_closed,idea_1_s04
521f4c002fa40170,seed_42/recognition_closed,idea_1_s05
50248e48193b6531,seed_42/recognition_closed,idea_1_s06
5bd252b963708da5,seed_42/recognition_closed,idea_1_s07
cc9c8f65cfa3c00c,seed_42/recognition_closed,idea_1_s09
1ee82329916cc107,seed_42/recognition_closed,idea_1_s11
5e2496ecb1e420c2,seed_42/recognition_closed,idea_1_s12
0c39813417ab6124,seed_42/recognition_closed,idea_1_s13
c30a38a2cd38e9c8,seed_42/recognition_closed,idea_1_s14
da4d618e1348b839,seed_42/recognition_closed,idea_1_s15
693c52bca996821a,seed_42/recognition_closed,idea_1_s17
71b07a1c79158ac9,seed_42/recognition_closed,idea_1_s18
d85b1c50c53ca63f,seed_42/recognition_closed,idea_1_s19
e1154cd318c4c348,seed_42/recognition_closed,idea_2_s00
601a0a4efa68f3d5,seed_42/recognition_closed,idea_2_s02
b15237d073ae3983,seed_42/recognition_closed,idea_2_s03
17f38a425f3d3d17,seed_42/recognition_closed,idea_2_s04
3be7c8ab9bb287a9,seed_42/recognition_closed,idea_2_s06
2da16da9467bb4aa,seed_42/recognition_closed,idea_2_s08
1fb7faae21e6d965,seed_42/recognition_closed,idea_2_s10
25f3334c6b65ab54,seed_42/recognition_closed,idea_2_s11
5dd581a538001497,seed_42/recognition_closed,idea_2_s12
4e1847dd3a2f42a0,seed_42/recognition_closed,idea_2_s13
6a2d34b51241778a,seed_42/recognition_closed,idea_2_s14
39c806dce0e0ff2f,seed_42/recognition_closed,idea_2_s15
8cf8cba23e6cb944,seed_42/recognition_closed,idea_2_s16
20df443cfe70ed0a,seed_42/recognition_closed,idea_2_s18
848537694ccd875e,seed_42/recognition_closed,idea_2_s19
88b84e8d830fe852,seed_42/recognition_closed,idea_3_s00
350f5246d15dc81e,seed_42/recognition_closed,idea_3_s01
49b842a1c72f3de3,seed_42/recognition_closed,idea_3_s02
e1e616fba354fe19,seed_42/recognition_closed,idea_3_s03
2ab986031b91ee90,seed_42/recognition_closed,idea_3_s04
8f446e0cb357573c,seed_42/recognition_closed,idea_3_s05
2de48b35074387d0,seed_42/recognition_closed,idea_3_s06
cffd6106efecffc2,seed_42/recognition_closed,idea_3_s07
f94cbdae645f8542,seed_42/recognition_closed,idea_3_s09
c19833ce042644ba,seed_42/recognition_closed,idea_3_s11
374e159c87390e07,seed_42/recognition_closed,idea_3_s13
297bc50f5a03a34d,seed_42/recognition_closed,idea_3_s15
16af420b843de543,seed_42/recognition_closed,idea_3_s17
110228d0f03f1a04,seed_42/recognition_closed,idea_3_s19
0dc2fe4f817597d5,seed_42/recognition_closed,idea_4_s00
33259d3c0ee66ae2,seed_42/recognition_closed,idea_4_s02
a587249a6748cb1f,seed_42/recognition_closed,idea_4_s03
a97d78abae83a2ad,seed_42/recognition_closed,idea_4_s04
bd961ce8a070650d,seed_42/recognition_closed,idea_4_s05
483fa31bb7beff05,seed_42/recognition_closed,idea_4_s06
0d1d2c5a83badb2d,seed_42/recognition_closed,idea_4_s07
45085b7a8f898884,seed_42/recognition_closed,idea_4_s08
3014d657afb00322,seed_42/recognition_closed,idea_4_s10
3924ecedf6e99bc9,seed_42/recognition_closed,idea_4_s11
6d0a3145739173d3,seed_42/recognition_closed,idea_4_s12
ff854abb4e6637fe,seed_42/recognition_closed,idea_4_s14
8d7053dd0063021e,seed_42/recognition_closed,idea_4_s16
eebeb22648009fdf,seed_42/recognition_closed,idea_4_s17
918ae4eb8df9f881,seed_42/recognition_closed,idea_4_s18
f2a9cbec38ab09b7,seed_42/recognition_closed,idea_4_s19
5949051ccd7d55d4,seed_42/recognition_open,idea_1_s01
214a4ba17f53b757,seed_42/recognition_open,idea_1_s02
3c369da98e410a7c,seed_42/recognition_open,idea_1_s03
b4737b9c5e3534d7,seed_42/recognition_open,idea_1_s04
b8978cbd344e850a,seed_42/recognition_open,idea_1_s05
2e521003236e8882,seed_42/recognition_open,idea_1_s06
ec09200af2c61226,seed_42/recognition_open,idea_1_s07
0cddbb8941f77db2,seed_42/recognition_open,idea_1_s09
e85071e48f20c609,seed_42/recognition_open,idea_1_s10
f0f4077450187319,seed_42/recognition_open,idea_1_s11
765770560748ee54,seed_42/recognition_open,idea_1_s12
9be7d09f2aa1afc2,seed_42/recognition_open,idea_1_s13
10fdd6ef8cba81c7,seed_42/recognition_open,idea_1_s14
a7b6930fb21903d1,seed_42/recognition_open,idea_1_s15
d740fa49bb16f63a,seed_42/recognition_open,idea_1_s16
cc85b0ebaba6bd07,seed_42/recognition_open,idea_1_s17
5eee11987ce40af2,seed_42/recognition_open,idea_1_s18
76591475ff68bece,seed_42/recognition_open,idea_1_s19
3ef0e6b02ebef792,seed_42/recognition_open,idea_2_s00
bd8af47b89170695,seed_42/recognition_open,idea_2_s02
2ef162c9cdd3c764,seed_42/recognition_open,idea_2_s03
edb0ca8fad70bf3d,seed_42/recognition_open,idea_2_s04
d516e8d354999a3f,seed_42/recognition_open,idea_2_s06
2789a617b8d3fe97,seed_42/recognition_open,idea_2_s08
27266e2ccaf4a651,seed_42/recognition_open,idea_2_s10
b8def6184d5c1de3,seed_42/recognition_open,idea_2_s11
fdd719d3f447b86b,seed_42/recognition_open,idea_2_s12
7bc7789f83b59d7d,seed_42/recognition_open,idea_2_s13
7f52061a15e0d05e,seed_42/recognition_open,idea_2_s14
da2b7b0821639937,seed_42/recognition_open,idea_2_s16
b3129ccec0569c52,seed_42/recognition_open,idea_2_s17
ed16145bce348b91,seed_42/recognition_open,idea_2_s18
5064afc2dcaf2672,seed_42/recognition_open,idea_2_s19
d0a9a30a797d3ff0,seed_42/recognition_open,idea_3_s00
176bc3b7c98cf3d5,seed_42/recognition_open,idea_3_s01
5e0e3d3933875dc6,seed_42/recognition_open,idea_3_s02
6fcaa29a6377cbd8,seed_42/recognition_open,idea_3_s03
05af7c60a2e6762f,seed_42/recognition_open,idea_3_s04
a175ef82d6f6ee1e,seed_42/recognition_open,idea_3_s05
4acd46d97e0d7910,seed_42/recognition_open,idea_3_s06
7cfff493e06691cc,seed_42/recognition_open,idea_3_s07
ee0682bf7cddf646,seed_42/recognition_open,idea_3_s08
cdf51ddb2badb798,seed_42/recognition_open,idea_3_s09
20d96dedae6e180c,seed_42/recognition_open,idea_3_s11
3e7bdccc09742abf,seed_42/recognition_open,idea_3_s13
4fdf537e39f00b54,seed_42/recognition_open,idea_3_s15
8eabc11ccc672771,seed_42/recognition_open,idea_3_s17
efd6821f2f26c3ce,seed_42/recognition_open,idea_3_s19
73fbc485288c5216,seed_42/recognition_open,idea_4_s00
e9507018e61d369a,seed_42/recognition_open,idea_4_s02
f8b3a608a7624aaf,seed_42/recognition_open,idea_4_s03
8f55dc82f22f8b64,seed_42/recognition_open,idea_4_s04
d2208c360ba0f00f,seed_42/recognition_open,idea_4_s05
12aa67481f6b05a8,seed_42/recognition_open,idea_4_s06
80f8726e8a03671e,seed_42/recognition_open,idea_4_s07
52e719f50f029614,seed_42/recognition_open,idea_4_s08
e8cd9791012bd45f,seed_42/recognition_open,idea_4_s10
3dd8ecb573e6f746,seed_42/recognition_open,idea_4_s11
fa5afc0c54a9fafc,seed_42/recognition_open,idea_4_s12
931a1d44aa91de1f,seed_42/recognition_open,idea_4_s13
d8cdd6c383282412,seed_42/recognition_open,idea_4_s14
c5b5ba0fc5619340,seed_42/recognition_open,idea_4_s16
fd04c57f9d327867,seed_42/recognition_open,idea_4_s18
5aeb39206661b15a,seed_42/recognition_open,idea_4_s19
75161e611a25d5d1,seed_43/balanced_closed,idea_1_s00
a0cdafa15bb543b0,seed_43/balanced_closed,idea_1_s01
df0c419fc49d6506,seed_43/balanced_closed,idea_1_s02
0e50f9805ec69e6e,seed_43/balanced_closed,idea_1_s03
35b32c2aa78c5ff2,seed_43/balanced_closed,idea_1_s05
82b7020e445de0b7,seed_43/balanced_closed,idea_1_s06
cfef2036e9b90467,seed_43/balanced_closed,idea_1_s07
46dd27b4d0800bd9,seed_43/balanced_closed,idea_1_s08
7e62880ff39e5aa6,seed_43/balanced_closed,idea_1_s09
1123f04c1247450c,seed_43/balanced_closed,idea_1_s11
89c71a79d9805dd1,seed_43/balanced_closed,idea_1_s12
ee98ef9941a9a404,seed_43/balanced_closed,idea_1_s13
2fe63c477961d0e0,seed_43/balanced_closed,idea_1_s14
e4e0c37794641b75,seed_43/balanced_closed,idea_1_s15
63984dd0d2fd2817,seed_43/balanced_closed,idea_1_s16
bf699a5a297c821a,seed_43/balanced_closed,idea_1_s17
afc567be1135643c,seed_43/balanced_closed,idea_1_s18
0b4fb4644aafdb7c,seed_43/balanced_closed,idea_1_s19
b7833f323fccf1aa,seed_43/balanced_closed,idea_2_s00
b2b4466b50e68c25,seed_43/balanced_closed,idea_2_s02
d11121fcec8ecb33,seed_43/balanced_closed,idea_2_s03
c4c9e774158f007d,seed_43/balanced_closed,idea_2_s04
79de1d398b5092d1,seed_43/balanced_closed,idea_2_s06
1958bd4d37449a45,seed_43/balanced_closed,idea_2_s07
77b6ed3249035709,seed_43/balanced_closed,idea_2_s08
db1147f987bf654b,seed_43/balanced_closed,idea_2_s09
4bca6a0faabfe9f9,seed_43/balanced_closed,idea_2_s10
5fc68003ccfef0a8,seed_43/balanced_closed,idea_2_s11
6394954a835574f0,seed_43/balanced_closed,idea_2_s12
c2b8c2c90a434cf4,seed_43/balanced_closed,idea_2_s13
c4bc5a9683504967,seed_43/balanced_closed,idea_2_s14
32b7079e6c745688,seed_43/balanced_closed,idea_2_s15
cb717b2a3ea931ce,seed_43/balanced_closed,idea_2_s16
9f6c9315b3ee2177,seed_43/balanced_closed,idea_2_s17
c33ac776c97eadb3,seed_43/balanced_closed,idea_2_s18
84cde83bab3ae6fa,seed_43/balanced_closed,idea_2_s19
2a35eca28e59aabc,seed_43/balanced_closed,idea_3_s01
fb9fbe9e3cb0e7d0,seed_43/balanced_closed,idea_3_s02
61d4b0eeb762b98f,seed_43/balanced_closed,idea_3_s03
c2c4d868088dcc4a,seed_43/balanced_closed,idea_3_s04
159b48518e1a0f3d,seed_43/balanced_closed,idea_3_s05
524b16e9f7e0b699,seed_43/balanced_closed,idea_3_s06
0a93b8756969198e,seed_43/balanced_closed,idea_3_s07
9560c9e370aa6409,seed_43/balanced_closed,idea_3_s08
bafde5e642262c9d,seed_43/balanced_closed,idea_3_s09
7f240994db078729,seed_43/balanced_closed,idea_3_s11
c3dc1776bb77d395,seed_43/balanced_closed,idea_3_s12
965d532b0a4d9cfb,seed_43/balanced_closed,idea_3_s13
42fc7b8f677f3f5e,seed_43/balanced_closed,idea_3_s14
0c8713efdd156e90,seed_43/balanced_closed,idea_3_s15
f2f9ede994f6873b,seed_43/balanced_closed,idea_3_s17
84f29f965b294198,seed_43/balanced_closed,idea_3_s19
2647c2fac64ea0a9,seed_43/balanced_closed,idea_4_s00
ad530f58972922f0,seed_43/balanced_closed,idea_4_s01
9d0d905de77f8b63,seed_43/balanced_closed,idea_4_s02
d2f26dae00ca7e36,seed_43/balanced_closed,idea_4_s04
58222c08992d0e83,seed_43/balanced_closed,idea_4_s05
4b3d5df1ed843d7d,seed_43/balanced_closed,idea_4_s06
79fe816316182be2,seed_43/balanced_closed,idea_4_s08
02c9b38d4c08447f,seed_43/balanced_closed,idea_4_s10
ce73b947c2f65b2a,seed_43/balanced_closed,idea_4_s12
120fad6ac9cc4601,seed_43/balanced_closed,idea_4_s13
b215ca725db8fb02,seed_43/balanced_closed,idea_4_s14
e6704553d1dc166f,seed_43/balanced_closed,idea_4_s16
a066d470720edb35,seed_43/balanced_closed,idea_4_s17
226631fedc5c4840,seed_43/balanced_closed,idea_4_s18
69e38b4082576f1c,seed_43/balanced_closed,idea_4_s19
cb35a2c9a3469fcb,seed_43/balanced_open,idea_1_s00
7315b7802db44e51,seed_43/balanced_open,idea_1_s01
12b773f8d81dc6fa,seed_43/balanced_open,idea_1_s02
0ead7bd15bcfeb70,seed_43/balanced_open,idea_1_s03
8a4325b20c96929a,seed_43/balanced_open,idea_1_s04
d44da586b3b769cf,seed_43/balanced_open,idea_1_s05
